Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6
2018-08-09,,,,,,,
2018-08-14,,,,,,,
2018-08-23,,,,,,,
2018-08-29,,,,,,,
2018-09-04,,,,,,,
2018-09-13,,,,,,,
2018-09-20,,,,,,,
2018-09-25,,,,,,,
2018-10-03,,,,,,,
2018-10-10,,,,,,,
2018-10-17,,,,,,,
2018-10-24,,,,,,,
2018-10-31,,,,,,,
2018-11-07,,,,,,,
2018-11-21,,,,,,,
2018-11-28,,,,,,,
2018-12-04,,,,,,,
2018-12-11,,,,,,,
2018-12-19,,,,,,,
2018-12-26,,,,,,,
2019-01-03,,,,,,,
2019-01-09,,,,,,,
2019-01-17,,,,,,,
2019-01-25,,,,,,,
2019-02-06,,,,,,,
2019-02-12,,,,,,,
2019-02-20,,,,,,,
2019-02-26,,,,,,,
2019-03-05,,,,,,,
2019-03-12,,,,,,,
2019-03-28,,,,,,,
2019-04-02,,,,,,,
2019-04-15,,,,,,,
2019-04-24,,,,,,,
2019-04-30,,,,,,,
2019-05-08,,,,,,,
2019-05-15,,,,,,,
2019-05-21,,,,,,,
2019-05-29,,,,,,,
2019-06-04,,,,,,,
2019-06-18,,,,,,,
2019-06-25,,,,,,,
2019-07-04,,,,,,,
2019-07-11,,,,,,,
2019-07-19,,,,,,,
2019-07-26,,,,,,,
2019-07-30,,,,,,,
2019-08-06,,,,,,,
2019-08-14,,,,,,,
2019-08-22,,,,,,,
2019-08-29,,,,,,,
2019-09-04,,,,,,,
2019-09-10,,,,,,,
2019-09-17,,,,,,,
2019-09-18,,,,,,,
2019-09-19,,,,,,,
2019-09-26,,,,,,,
2019-10-03,,,,,,,
2019-10-15,,,,,,,
2019-10-16,,,,,,,
2019-10-25,,,,,,,
2019-11-04,,,,,,,
2019-11-07,,,,,,,
2019-11-14,,,,,,,
2019-11-21,,,,,,,
2019-11-27,,,,,,,
2019-12-05,,,,,,,
2019-12-11,,,,,,,
2019-12-16,,,,,,,
2019-12-26,,,,,,,
2020-01-03,,,,,,,
2020-01-08,,,,,,,
2020-01-17,,,,,,,
2020-01-23,,,,,,,
2020-01-29,,,,,,,
2020-02-04,,,,,,,
2020-02-11,,,,,,,
2020-02-20,,,,,,,
2020-02-25,,,,,,,
2020-03-05,,,,,,,
2020-03-11,,,,,,,
2020-03-17,,,,,,,
2020-03-27,,,,,,,
2020-04-01,,,,,,,
2020-04-07,,,,,,,
2020-04-14,,,,,,,
2020-04-21,,,,,,,
2020-05-13,,,,,,,
2020-05-20,,,,,,,
2020-06-01,,,,,,,
2020-06-15,,,,,,,
2020-06-26,,,,,,,
2020-07-02,,,,,,,
2020-07-07,,,,,,,
2020-07-17,,,,,,,
2020-07-23,,,,,,,
2020-07-28,,,,,,,
2020-08-04,,,,,,,
2020-08-13,,,,,,,
2020-08-19,,,,,,,
2020-08-26,,,,,,,
2020-09-03,,,,,,,
2020-09-10,,,,,,,
2020-09-16,,,,,,,
2020-09-24,,,,,,,
2020-09-30,,,,,,,
2020-10-08,,,,,,,
2020-10-14,,,,,,,
2020-10-22,,,,,,,
2020-10-29,,,,,,,
2020-11-04,,,,,,,
2020-11-12,,,,,,,
2020-11-18,,,,,,,
2020-11-25,,,,,,,
2020-12-03,,,,,,,
2020-12-10,,,,,,,
2020-12-15,,,,,,,
2020-12-21,,,,,,,
2020-12-29,,,,,,,
2021-01-05,,,,,,,
2021-01-13,,,,,,,
2021-01-20,,,,,,,
2021-01-27,,,,,,,
2021-02-03,,,,,,,
2021-02-12,,,,,,,
2021-02-17,,,,,,,
2021-02-24,,,,,,,
2021-03-05,7.37,7.44,7.45,,,,
2021-03-10,7.47,7.45,7.49,,,,
2021-03-15,8.65,8.66,8.7,,,,
2021-03-24,7.99,7.99,9.14,,,,
2021-04-06,9.01,9.05,9.08,,,,
2021-04-13,7.57,7.51,7.5,,,,
2021-04-20,8.5,8.61,9.03,,,,
2021-04-27,7.74,7.73,7.75,,,,
2021-05-06,8.08,8.23,7.48,,,,
2021-05-13,10.66,10.74,10.74,,,,
2021-05-20,9.55,9.69,10.19,,,,
2021-05-25,9.78,8.62,8.77,,,,
2021-06-02,8.56,8.57,8.66,,,,
2021-06-08,8.33,8.92,8.95,,,,
2021-06-14,8.41,8.42,8.08,,,,
2021-06-22,9.19,9.72,9.86,,,,
2021-07-01,7.58,8.58,10.68,,,,
2021-07-06,10.03,10.04,10.54,,,,
2021-07-14,8.79,8.74,8.78,,,,
2021-07-20,8.16,8.21,8.18,,,,
2021-07-27,8.37,9.22,9.99,,,,
2021-08-03,8.74,8.84,10.27,,,,
2021-08-09,10.49,10.55,10.56,,,,
2021-08-13,9.04,9.24,9.33,,,,
2021-08-16,8.65,8.75,8.8,,,,
2021-08-19,9.02,9.13,9.18,,,,
2021-08-24,9.23,9.43,11.53,,,,
2021-08-26,8.95,9.12,10.04,,,,
2021-08-30,9.77,10.51,11.47,,,,
2021-09-02,9.29,9.95,10.74,,,,
2021-09-09,10.61,10.67,10.67,,,,
2021-09-13,11.44,11.52,11.63,,,,
2021-09-20,10.32,10.42,10.43,,,,
2021-09-30,11.01,11.16,11.19,,,,
2021-10-07,10.9,11.92,12.22,,,,
2021-10-11,10.37,10.23,10.28,,,,
2021-10-18,10.46,10.56,11.28,,,,
2021-10-28,10.48,10.49,10.52,,,,
2021-11-04,10.86,10.87,10.89,,,,
2021-11-11,10.44,10.42,10.42,,,,
2021-11-18,9.33,9.34,9.27,,,,
2021-11-25,9.46,9.5,9.56,,,,
2021-12-01,9.72,9.77,9.79,,,,
2021-12-10,9.73,9.71,9.88,,,,
2021-12-15,9.33,9.35,9.36,,,,
2021-12-21,9.25,9.41,9.61,,,,
2021-12-28,7.78,8.35,8.81,,,,
2022-01-04,8.18,8.24,8.68,,,,
2022-01-12,8.93,8.9,8.91,,,,
2022-01-19,8.12,8.12,8.15,,,,
2022-01-27,7.85,7.85,7.85,,,,
2022-02-02,7.65,7.64,7.65,,,,
2022-02-10,7.36,7.35,7.42,,,,
2022-02-16,7.39,7.39,7.41,,,,
2022-02-24,6.42,6.42,6.47,,,,
2022-03-02,6.79,6.82,6.89,,,,
2022-03-11,6.4,6.44,6.46,,,,
2022-03-24,7.4,7.37,7.35,,,,
2022-03-28,7.25,7.24,7.28,,,,
2022-04-06,6.4,6.38,6.42,,,,
2022-04-11,6.69,6.72,6.75,,,,
2022-04-19,7.46,7.49,7.52,,,,
2022-04-22,8.02,8.05,8.08,,,,
2022-04-27,7.1,7.1,7.13,,,,
2022-05-06,7.14,7.11,7.14,,,,
2022-05-13,7.09,7.03,7.27,,,,
2022-05-18,8.15,8.21,10.16,,,,
2022-05-26,8.78,8.99,8.28,,,,
2022-06-02,9.83,10.03,11.11,,,,
2022-06-10,10.92,10.96,11.0,,,,
2022-06-17,7.94,7.92,7.97,,,,
2022-06-24,8.16,9.5,10.38,,,,
2022-06-30,5.32,8.3,9.76,,,,
2022-07-06,8.51,8.51,8.66,,,,
2022-07-14,7.98,7.98,8.04,,,,
2022-07-20,7.91,7.89,7.98,,,,
2022-07-28,8.06,8.06,8.14,,,,
2022-08-03,8.3,8.35,8.34,,,,
2022-08-11,8.25,8.45,8.41,,,,
2022-08-17,8.2,8.6,9.64,,,,
2022-08-24,8.68,8.71,8.8,,,,
2022-09-01,10.21,10.4,10.44,,,,
2022-09-07,10.36,10.38,10.49,,,,
2022-09-15,9.76,9.75,9.74,,,,
2022-09-21,8.85,8.86,8.88,,,,
2022-09-27,9.05,9.05,9.01,,,,
2022-09-29,8.75,8.75,8.77,,,,
2022-10-05,9.0,9.01,9.12,,,,
2022-10-11,8.94,8.95,8.96,,,,
2022-10-18,8.03,8.05,8.69,,,,
2022-10-26,9.86,9.84,9.84,,,,
2022-11-02,9.59,9.67,10.14,,,,
2022-11-09,7.6,7.88,8.47,,,,
2022-11-17,9.32,9.35,9.45,,,,
2022-11-24,9.43,9.44,9.5,,,,
2022-12-01,7.58,7.96,8.71,,,,
2022-12-07,8.51,8.54,8.51,,,,
2022-12-16,7.41,7.19,7.07,,,,
2022-12-20,9.55,9.53,9.6,,,,
2022-12-27,8.05,8.1,8.1,,,,
2023-01-03,8.28,8.29,8.29,,,,
2023-01-10,7.78,7.8,7.8,,,,
2023-01-20,8.18,8.12,8.11,,,,
2023-01-25,7.76,7.76,7.75,,,,
2023-02-01,7.39,7.37,7.38,,,,
2023-02-08,6.76,6.84,6.89,,,,
2023-02-14,,6.91,,,,,
2023-02-23,6.09,6.09,6.3,,,,
2023-03-01,6.75,6.75,6.78,,,,
2023-03-08,6.58,6.87,8.08,,,,
2023-03-16,6.76,6.54,6.57,,,,
2023-03-22,7.37,7.38,7.4,,,,
2023-03-29,7.55,7.38,7.42,,,,
2023-04-04,8.21,8.24,8.24,,,,
2023-04-11,7.53,7.52,7.51,,,,
2023-04-20,6.08,6.42,6.58,,,,
2023-04-27,6.13,6.12,6.1,,,,
2023-05-05,10.25,10.52,10.71,,,,
2023-05-11,7.09,7.32,7.32,,,,
2023-05-18,6.45,6.45,6.47,,,,
2023-05-25,6.53,6.5,6.54,,,,
2023-05-31,7.05,7.16,7.21,,,,
2023-06-05,8.87,8.89,8.87,,,,
2023-06-13,9.94,9.89,9.92,,,,
2023-06-21,7.32,7.36,9.08,,,,
2023-06-28,8.97,9.19,9.25,,,,
2023-07-05,8.75,,9.06,8.94,8.92,8.75,8.93
2023-07-12,8.5,,8.65,8.3,8.43,8.58,8.59
2023-07-19,8.86,,9.01,8.89,8.92,8.78,8.97
2023-07-26,9.47,,9.48,8.82,9.48,9.91,10.8
2023-08-01,9.75,,9.8,9.53,9.69,9.56,9.57
2023-08-10,7.67,,8.05,8.07,7.38,8.09,7.61
2023-08-17,9.31,,9.51,7.58,8.28,9.31,11.06
2023-08-24,8.16,,9.38,8.69,8.75,8.6,8.71
