Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6
2018-08-09,,,,,,,
2018-08-14,,,,,,,
2018-08-23,,,,,,,
2018-08-29,,,,,,,
2018-09-04,,,,,,,
2018-09-13,,,,,,,
2018-09-20,,,,,,,
2018-09-25,,,,,,,
2018-10-03,,,,,,,
2018-10-10,,,,,,,
2018-10-17,,,,,,,
2018-10-24,,,,,,,
2018-10-31,,,,,,,
2018-11-07,,,,,,,
2018-11-21,,,,,,,
2018-11-28,,,,,,,
2018-12-04,,,,,,,
2018-12-11,,,,,,,
2018-12-19,,,,,,,
2018-12-26,,,,,,,
2019-01-03,,,,,,,
2019-01-09,,,,,,,
2019-01-17,,,,,,,
2019-01-25,,,,,,,
2019-02-06,,,,,,,
2019-02-12,,,,,,,
2019-02-20,,,,,,,
2019-02-26,,,,,,,
2019-03-05,,,,,,,
2019-03-12,,,,,,,
2019-03-28,,,,,,,
2019-04-02,,,,,,,
2019-04-15,,,,,,,
2019-04-24,,,,,,,
2019-04-30,,,,,,,
2019-05-08,,,,,,,
2019-05-15,,,,,,,
2019-05-21,,,,,,,
2019-05-29,,,,,,,
2019-06-04,,,,,,,
2019-06-18,,,,,,,
2019-06-25,,,,,,,
2019-07-04,,,,,,,
2019-07-11,,,,,,,
2019-07-19,,,,,,,
2019-07-26,,,,,,,
2019-07-30,,,,,,,
2019-08-06,,,,,,,
2019-08-14,,,,,,,
2019-08-22,,,,,,,
2019-08-29,,,,,,,
2019-09-04,,,,,,,
2019-09-10,,,,,,,
2019-09-17,,,,,,,
2019-09-18,,,,,,,
2019-09-19,,,,,,,
2019-09-26,,,,,,,
2019-10-03,,,,,,,
2019-10-15,,,,,,,
2019-10-16,,,,,,,
2019-10-25,,,,,,,
2019-11-04,,,,,,,
2019-11-07,,,,,,,
2019-11-14,,,,,,,
2019-11-21,,,,,,,
2019-11-27,,,,,,,
2019-12-05,,,,,,,
2019-12-11,,,,,,,
2019-12-16,,,,,,,
2019-12-26,,,,,,,
2020-01-03,,,,,,,
2020-01-08,,,,,,,
2020-01-17,,,,,,,
2020-01-23,,,,,,,
2020-01-29,,,,,,,
2020-02-04,,,,,,,
2020-02-11,,,,,,,
2020-02-20,,,,,,,
2020-02-25,,,,,,,
2020-03-05,,,,,,,
2020-03-11,,,,,,,
2020-03-17,,,,,,,
2020-03-27,,,,,,,
2020-04-01,,,,,,,
2020-04-07,,,,,,,
2020-04-14,,,,,,,
2020-04-21,,,,,,,
2020-05-13,,,,,,,
2020-05-20,,,,,,,
2020-06-01,,,,,,,
2020-06-15,,,,,,,
2020-06-26,,,,,,,
2020-07-02,,,,,,,
2020-07-07,,,,,,,
2020-07-17,,,,,,,
2020-07-23,,,,,,,
2020-07-28,,,,,,,
2020-08-04,,,,,,,
2020-08-13,,,,,,,
2020-08-19,,,,,,,
2020-08-26,,,,,,,
2020-09-03,,,,,,,
2020-09-10,,,,,,,
2020-09-16,,,,,,,
2020-09-24,,,,,,,
2020-09-30,,,,,,,
2020-10-08,,,,,,,
2020-10-14,,,,,,,
2020-10-22,,,,,,,
2020-10-29,,,,,,,
2020-11-04,,,,,,,
2020-11-12,,,,,,,
2020-11-18,,,,,,,
2020-11-25,,,,,,,
2020-12-03,,,,,,,
2020-12-10,,,,,,,
2020-12-15,,,,,,,
2020-12-21,,,,,,,
2020-12-29,,,,,,,
2021-01-05,,,,,,,
2021-01-13,,,,,,,
2021-01-20,,,,,,,
2021-01-27,,,,,,,
2021-02-03,,,,,,,
2021-02-12,,,,,,,
2021-02-17,,,,,,,
2021-02-24,,,,,,,
2021-03-05,35.27,97.55,83.26,,,,
2021-03-10,69.73,72.29,82.98,,,,
2021-03-15,80.64,66.3,76.45,,,,
2021-03-24,95.67,61.71,68.29,,,,
2021-04-06,54.31,57.87,70.94,,,,
2021-04-13,56.81,60.32,66.21,,,,
2021-04-20,74.07,70.71,78.46,,,,
2021-04-27,59.23,66.34,86.14,,,,
2021-05-06,214.53,75.0,74.85,,,,
2021-05-13,197.09,187.24,274.09,,,,
2021-05-20,47.1,51.52,71.64,,,,
2021-05-25,38.98,47.35,70.96,,,,
2021-06-02,54.9,58.21,67.27,,,,
2021-06-08,1478.27,1240.15,90.73,,,,
2021-06-14,800.89,714.7,99.79,,,,
2021-06-22,55.07,58.67,63.03,,,,
2021-07-01,115.89,217.61,136.89,,,,
2021-07-06,135.88,136.45,150.84,,,,
2021-07-14,1904.93,65.8,88.03,,,,
2021-07-20,25.19,72.51,80.63,,,,
2021-07-27,2305.99,252.75,144.21,,,,
2021-08-03,91.98,87.6,101.41,,,,
2021-08-09,2401.9,2187.35,244.75,,,,
2021-08-13,310.65,182.17,199.86,,,,
2021-08-16,185.22,164.62,216.93,,,,
2021-08-19,316.55,1133.2,214.08,,,,
2021-08-24,1472.45,627.74,168.28,,,,
2021-08-26,1872.7,1524.9,184.59,,,,
2021-08-30,180.15,213.47,230.72,,,,
2021-09-02,320.5,264.08,260.88,,,,
2021-09-09,178.98,181.94,179.97,,,,
2021-09-13,270.37,259.16,259.29,,,,
2021-09-20,209.21,218.32,226.71,,,,
2021-09-30,307.49,254.47,263.37,,,,
2021-10-07,156.66,127.85,122.71,,,,
2021-10-11,108.79,892.2,277.67,,,,
2021-10-18,171.84,168.2,135.6,,,,
2021-10-28,158.14,160.75,174.95,,,,
2021-11-04,217.06,93.02,99.56,,,,
2021-11-11,136.47,141.5,160.6,,,,
2021-11-18,86.05,90.31,91.21,,,,
2021-11-25,238.04,88.39,93.4,,,,
2021-12-01,57.41,65.78,70.42,,,,
2021-12-10,73.69,73.1,79.11,,,,
2021-12-15,101.74,99.45,111.66,,,,
2021-12-21,152.3,175.68,187.05,,,,
2021-12-28,106.85,128.25,142.78,,,,
2022-01-04,64.3,63.23,68.24,,,,
2022-01-12,72.17,84.96,78.82,,,,
2022-01-19,90.87,83.81,78.26,,,,
2022-01-27,97.1,95.38,95.15,,,,
2022-02-02,80.33,91.38,98.71,,,,
2022-02-10,105.73,94.82,78.06,,,,
2022-02-16,73.08,78.23,99.12,,,,
2022-02-24,325.45,306.28,149.24,,,,
2022-03-02,41.51,44.8,58.43,,,,
2022-03-11,285.05,190.8,49.63,,,,
2022-03-24,82.98,86.78,93.76,,,,
2022-03-28,80.79,87.17,88.73,,,,
2022-04-06,158.19,171.68,223.42,,,,
2022-04-11,109.7,99.2,108.55,,,,
2022-04-19,59.75,59.55,60.19,,,,
2022-04-22,74.7,75.84,413.06,,,,
2022-04-27,81.5,86.71,83.94,,,,
2022-05-06,44.12,99.06,50.29,,,,
2022-05-13,42.79,43.22,44.69,,,,
2022-05-18,42.27,41.92,553.94,,,,
2022-05-26,34.9,418.4,96.38,,,,
2022-06-02,604.91,423.19,57.74,,,,
2022-06-10,58.64,234.59,59.87,,,,
2022-06-17,81.64,363.03,53.59,,,,
2022-06-24,64.16,67.42,78.15,,,,
2022-06-30,37.47,62.06,84.51,,,,
2022-07-06,53.21,54.18,64.53,,,,
2022-07-14,49.57,121.83,65.14,,,,
2022-07-20,29.03,50.68,154.8,,,,
2022-07-28,51.21,54.49,62.35,,,,
2022-08-03,39.81,44.42,138.29,,,,
2022-08-11,67.06,55.95,52.61,,,,
2022-08-17,89.71,44.17,135.58,,,,
2022-08-24,691.47,65.84,96.3,,,,
2022-09-01,74.22,84.2,161.97,,,,
2022-09-07,63.45,65.98,529.38,,,,
2022-09-15,74.53,73.96,87.18,,,,
2022-09-21,65.8,65.85,96.91,,,,
2022-09-27,87.16,85.94,94.19,,,,
2022-09-29,130.96,66.07,304.33,,,,
2022-10-05,67.93,68.06,89.51,,,,
2022-10-11,90.47,92.26,99.37,,,,
2022-10-18,71.34,72.82,87.53,,,,
2022-10-26,64.63,66.59,72.3,,,,
2022-11-02,131.92,137.61,116.05,,,,
2022-11-09,105.44,119.46,122.51,,,,
2022-11-17,82.5,134.48,128.94,,,,
2022-11-24,74.61,84.36,89.63,,,,
2022-12-01,122.81,108.35,71.84,,,,
2022-12-07,155.71,177.95,164.82,,,,
2022-12-16,164.23,171.55,160.6,,,,
2022-12-20,168.48,170.96,183.31,,,,
2022-12-27,87.95,98.69,102.46,,,,
2023-01-03,62.47,64.44,65.58,,,,
2023-01-10,67.41,71.03,70.72,,,,
2023-01-20,74.89,85.87,89.07,,,,
2023-01-25,122.77,124.58,130.76,,,,
2023-02-01,64.07,67.55,76.86,,,,
2023-02-08,42.73,59.89,67.39,,,,
2023-02-14,,83.79,,,,,
2023-02-23,66.97,64.91,70.75,,,,
2023-03-01,42.88,54.09,51.61,,,,
2023-03-08,41.33,40.9,44.16,,,,
2023-03-16,52.55,55.93,211.26,,,,
2023-03-22,49.35,48.69,54.39,,,,
2023-03-29,148.81,123.75,62.12,,,,
2023-04-04,52.27,51.36,54.69,,,,
2023-04-11,42.47,43.1,46.44,,,,
2023-04-20,28.93,38.09,48.43,,,,
2023-04-27,665.59,396.29,71.99,,,,
2023-05-05,55.63,57.19,62.52,,,,
2023-05-11,305.04,28.12,33.79,,,,
2023-05-18,47.38,20.62,24.64,,,,
2023-05-25,171.9,46.3,57.69,,,,
2023-05-31,36.0,39.52,283.82,,,,
2023-06-05,461.69,53.12,58.86,,,,
2023-06-13,322.81,874.21,90.36,,,,
2023-06-21,2389.3,574.43,279.8,,,,
2023-06-28,52.31,55.17,57.85,,,,
2023-07-05,42.25,,50.8,44.56,44.87,44.14,45.46
2023-07-12,51.62,,58.78,1095.23,1000.37,55.04,340.57
2023-07-19,62.23,,71.63,178.91,66.37,106.1,132.91
2023-07-26,60.15,,63.27,1580.64,56.19,1301.4,927.17
2023-08-01,49.02,,88.88,35.83,51.28,39.05,69.6
2023-08-10,30.9,,54.79,47.61,39.28,51.22,42.72
2023-08-17,54.8,,79.09,1738.32,1293.28,58.15,289.86
2023-08-24,116.02,,73.5,58.13,60.26,39.9,65.27
