Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0,profundidad_-0.5,profundidad_-1.5,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6,profundidad_-6.0
2018-10-24,,,,,,,,,,,,,
2018-10-31,,,,,,,,,,,,,
2018-11-07,,,,,,,,,,,,,
2018-11-21,,,,,,,,,,,,,
2018-11-28,,,,,,,,,,,,,
2018-12-04,,,,,,,,,,,,,
2018-12-11,,,,,,,,,,,,,
2018-12-19,,,,,,,,,,,,,
2018-12-26,,,,,,,,,,,,,
2019-01-03,,,,,,,,,,,,,
2019-01-09,,,,,,,,,,,,,
2019-01-17,,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,,,
2019-02-06,,,,,,,,,,,,,
2019-02-12,,,,,,,,,,,,,
2019-02-20,,,,,,,,,,,,,
2019-02-26,,,,,,,,,,,,,
2019-03-05,,,,,,,,,,,,,
2019-03-12,,,,,,,,,,,,,
2019-03-28,,,,,,,,,,,,,
2019-04-02,,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,,
2019-04-30,,,,,,,,,,,,,
2019-05-08,,,,,,,,,,,,,
2019-05-15,,,,,,,,,,,,,
2019-05-21,,,,,,,,,,,,,
2019-05-29,,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,
2019-06-25,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,
2019-07-11,,,,,,,,,,,,,
2019-07-19,,,,,,,,,,,,,
2019-07-26,,,,,,,,,,,,,
2019-07-30,,,,,,,,,,,,,
2019-08-06,,,,,,,,,,,,,
2019-08-14,,,,,,,,,,,,,
2019-08-22,,,,,,,,,,,,,
2019-08-29,,,,,,,,,,,,,
2019-09-04,,,,,,,,,,,,,
2019-09-10,,,,,,,,,,,,,
2019-09-17,,,,,,,,,,,,,
2019-09-18,,,,,,,,,,,,,
2019-09-19,,,,,,,,,,,,,
2019-09-26,,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,,
2019-10-15,,,,,,,,,,,,,
2019-10-16,,,,,,,,,,,,,
2019-10-25,,,,,,,,,,,,,
2019-11-04,,,,,,,,,,,,,
2019-11-07,,,,,,,,,,,,,
2019-11-14,,,,,,,,,,,,,
2019-11-21,,,,,,,,,,,,,
2019-11-27,,,,,,,,,,,,,
2019-12-05,,,,,,,,,,,,,
2019-12-11,,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,,
2019-12-26,,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,,
2020-02-11,,,,,,,,,,,,,
2020-02-20,,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,
2020-03-27,,,,,,,,,,,,,
2020-04-01,,,,,,,,,,,,,
2020-04-07,,,,,,,,,,,,,
2020-04-14,,,,,,,,,,,,,
2020-04-21,,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,,
2020-05-20,,,,,,,,,,,,,
2020-06-01,,,,,,,,,,,,,
2020-06-15,,,,,,,,,,,,,
2020-06-26,,,,,,,,,,,,,
2020-07-02,,,,,,,,,,,,,
2020-07-07,,,,,,,,,,,,,
2020-07-17,,,,,,,,,,,,,
2020-07-23,,,,,,,,,,,,,
2020-07-28,,,,,,,,,,,,,
2020-08-04,,,,,,,,,,,,,
2020-08-13,,,,,,,,,,,,,
2020-08-19,,,,,,,,,,,,,
2020-08-26,,,,,,,,,,,,,
2020-09-03,,,,,,,,,,,,,
2020-09-10,,,,,,,,,,,,,
2020-09-16,,,,,,,,,,,,,
2020-09-24,,,,,,,,,,,,,
2020-09-30,,,,,,,,,,,,,
2020-10-08,,,,,,,,,,,,,
2020-10-14,,,,,,,,,,,,,
2020-10-22,,,,,,,,,,,,,
2020-10-29,,,,,,,,,,,,,
2020-11-04,,,,,,,,,,,,,
2020-11-12,,,,,,,,,,,,,
2020-11-25,,,,,,,,,,,,,
2020-12-03,,,,,,,,,,,,,
2020-12-10,,,,,,,,,,,,,
2020-12-15,,,,,,,,,,,,,
2020-12-21,,,,,,,,,,,,,
2020-12-29,,,,,,,,,,,,,
2021-01-05,,,,,,,,,,,,,
2021-01-13,,,,,,,,,,,,,
2021-01-20,,,,,,,,,,,,,
2021-01-27,,,,,,,,,,,,,
2021-02-03,,,,,,,,,,,,,
2021-02-12,,,,,,,,,,,,,
2021-02-17,,,,,,,,,,,,,
2021-02-24,,,,,,,,,,,,,
2021-03-05,6.73,7.95,8.31,8.35,8.4,,,,,,,,
2021-03-10,7.7,7.67,7.64,7.66,7.67,,,,,,,,
2021-03-15,6.72,6.7,6.87,7.08,6.93,,,,,,,,
2021-03-24,4.61,5.65,6.63,6.63,6.72,6.72,,,,,,,
2021-04-06,3.76,6.61,7.47,7.49,7.51,7.59,,,,,,,
2021-04-13,6.81,6.84,6.95,6.97,6.95,,,,,,,,
2021-04-20,4.11,5.17,7.01,7.25,7.31,,,,,,,,
2021-04-27,6.71,7.16,7.6,7.85,7.93,,,,,,,,
2021-05-06,7.66,7.73,7.72,7.76,7.74,7.88,,,,,,,
2021-05-13,6.73,6.78,6.87,6.87,6.79,,,,,,,,
2021-05-20,7.61,7.54,7.47,7.54,7.59,,,,,,,,
2021-05-25,7.34,7.18,7.21,7.31,7.27,,,,,,,,
2021-06-02,4.72,6.6,8.3,8.68,8.68,,,,,,,,
2021-06-08,7.99,7.94,7.97,8.32,8.54,,,,,,,,
2021-06-14,6.69,6.57,7.16,7.63,8.31,,,,,,,,
2021-06-22,8.1,8.11,8.12,8.16,8.18,,,,,,,,
2021-07-01,8.0,8.23,8.31,8.58,9.25,,,,,,,,
2021-07-06,6.21,6.8,8.73,9.19,9.59,9.92,,,,,,,9.88
2021-07-14,6.2,6.8,8.73,9.19,9.59,9.92,,,,,,,9.88
2021-07-20,7.92,8.06,8.25,8.42,8.56,9.24,,,,,,,10.4
2021-07-27,9.58,10.05,10.23,10.27,10.31,10.37,,,,,,,
2021-08-03,8.87,8.88,8.88,8.95,9.13,9.2,,,,,,,
2021-08-09,9.74,9.82,9.9,9.97,10.09,10.11,,,,,,,
2021-08-13,9.67,10.46,10.95,11.2,11.53,,,,,,,,
2021-08-16,8.89,9.98,10.23,10.38,10.43,10.52,,,,,,,
2021-08-19,9.43,9.7,10.25,10.45,10.77,,,,,,,,
2021-08-24,9.6,9.65,9.87,10.11,10.15,10.18,,,,,,,
2021-08-26,9.72,10.12,10.26,10.72,11.21,10.98,,,,,,,
2021-08-30,7.85,9.77,11.71,12.04,12.29,12.68,,,,,,,12.89
2021-09-02,9.72,8.98,9.01,9.4,9.47,,,,,,,,
2021-09-09,9.3,10.1,11.1,11.39,11.53,11.56,,,,,,,
2021-09-13,10.46,12.05,12.88,13.16,13.54,13.63,,,,,,,
2021-09-20,12.03,12.08,12.17,12.45,12.73,12.78,,,,,,,
2021-09-30,11.91,11.84,11.93,11.94,12.38,12.38,,,,,,,12.28
2021-10-07,11.21,11.34,11.7,12.1,12.26,12.46,,,,,,,12.91
2021-10-11,9.97,12.14,12.76,12.79,12.84,,,,,,,,
2021-10-18,10.12,9.96,10.4,11.97,12.29,,,,,,,,
2021-10-28,9.68,11.31,12.31,12.61,13.06,,,,,,,,
2021-11-04,8.31,8.77,9.97,11.12,11.1,11.14,,,,,,,
2021-11-11,8.0,8.87,9.79,9.8,10.13,10.51,,,,,,,
2021-11-18,10.45,10.46,10.55,10.54,10.56,10.61,,,,,,,
2021-11-25,7.25,7.46,9.35,9.62,9.96,,,,,,,,
2021-12-01,8.52,8.89,9.26,9.43,9.59,9.57,,,,,,,
2021-12-10,5.37,8.02,8.85,9.28,9.33,,,,,,,,
2021-12-15,9.07,9.91,10.86,10.86,10.84,,,,,,,,
2021-12-21,5.87,7.97,9.3,9.38,9.73,,,,,,,,
2021-12-28,6.9,7.32,7.69,8.2,8.64,8.89,,,,,,,
2022-01-04,4.99,6.54,8.11,9.06,9.42,,,,,,,,
2022-01-12,6.75,7.49,8.59,8.83,8.89,,,,,,,,
2022-01-19,7.72,8.13,8.28,8.38,8.39,8.41,,,,,,,
2022-01-27,8.03,8.02,8.07,8.08,8.15,,,,,,,,
2022-02-02,5.46,6.47,7.27,7.36,7.5,,,,,,,,
2022-02-10,6.63,7.4,7.7,7.69,7.74,,,,,,,,
2022-02-16,7.33,6.8,7.04,7.09,7.08,,,,,,,,
2022-02-24,2.72,3.9,5.8,7.01,7.17,,,,,,,,
2022-03-02,6.46,6.75,6.83,6.82,6.91,,,,,,,,
2022-03-11,4.59,5.82,6.78,6.81,7.06,,,,,,,,
2022-03-24,7.55,7.51,7.56,7.57,7.61,,,,,,,,
2022-03-28,7.9,7.66,7.64,7.76,7.72,,,,,,,,
2022-04-06,8.18,8.46,8.53,8.65,8.32,,,,,,,,
2022-04-11,5.15,6.47,7.84,8.77,8.96,,,,,,,,
2022-04-19,4.59,5.99,7.61,8.14,8.19,,,,,,,,
2022-04-22,3.43,4.77,6.28,6.79,7.31,,,,,,,,
2022-04-27,7.89,8.1,8.22,8.28,8.29,8.26,,,,,,,
2022-05-06,6.7,6.73,6.7,6.72,6.76,6.74,,,,,,,6.72
2022-05-13,5.83,6.0,6.14,6.18,6.32,,,,,,,,
2022-05-18,8.54,8.4,8.27,8.12,8.47,9.33,,,,,,,9.42
2022-05-26,7.23,7.29,7.31,7.27,7.27,7.27,,,,,,,
2022-06-02,6.29,5.95,6.73,6.97,7.54,8.05,,,,,,,9.1
2022-06-10,8.69,8.76,8.82,8.8,8.71,,,,,,,,
2022-06-17,6.32,6.33,6.24,6.24,6.81,7.74,,,,,,,
2022-06-24,9.34,9.46,9.48,9.54,9.53,9.56,,,,,,,
2022-06-30,5.89,5.87,6.21,6.4,6.81,8.36,,,,,,,
2022-07-06,7.14,7.18,7.92,8.12,8.26,8.37,,,,,,,
2022-07-14,6.04,6.02,6.18,6.25,6.04,6.06,,,,,,,
2022-07-20,4.43,5.84,6.39,6.54,7.12,7.25,,,,,,,
2022-07-28,6.76,6.72,6.61,6.74,8.27,9.4,,,,,,,
2022-08-03,7.55,8.87,9.55,10.14,10.47,,,,,,,,
2022-08-11,8.07,8.05,8.11,8.2,8.25,8.24,,,,,,,8.63
2022-08-17,6.26,7.14,8.3,8.5,8.6,8.81,,,,,,,8.9
2022-08-24,7.69,7.64,7.97,8.06,8.13,,,,,,,,
2022-09-01,7.39,7.68,7.77,7.89,8.01,8.09,,,,,,,
2022-09-07,6.47,7.81,9.07,9.26,9.71,9.87,,,,,,,
2022-09-15,7.89,8.66,9.13,9.27,10.61,10.71,,,,,,,
2022-09-21,9.56,9.58,9.6,9.6,9.63,9.84,,,,,,,
2022-09-27,8.67,8.7,8.74,8.77,8.79,8.75,,,,,,,
2022-09-29,7.18,8.27,8.41,8.5,8.65,,,,,,,,
2022-10-05,7.78,8.44,8.63,8.77,8.91,,,,,,,,
2022-10-11,8.26,8.18,8.41,8.59,9.19,,,,,,,,
2022-10-18,9.38,9.32,9.11,9.2,9.4,9.49,,,,,,,9.04
2022-10-26,10.24,10.52,10.59,11.01,11.16,11.62,,,,,,,11.88
2022-11-02,10.1,10.72,10.85,11.06,11.5,11.62,,,,,,,
2022-11-09,6.18,7.21,8.95,9.68,10.13,10.21,,,,,,,10.25
2022-11-17,6.94,8.66,9.22,9.73,10.04,10.05,,,,,,,
2022-11-24,6.66,7.21,8.7,8.8,9.05,9.21,,,,,,,
2022-12-01,4.31,6.83,8.82,9.56,9.57,9.52,,,,,,,
2022-12-07,8.19,8.39,8.51,8.67,8.86,8.94,,,,,,,
2022-12-16,7.35,7.74,8.85,9.28,9.22,9.32,,,,,,,
2022-12-20,8.89,8.81,8.85,8.86,8.88,8.87,,,,,,,8.84
2022-12-27,5.66,6.78,7.95,8.68,8.78,8.86,,,,,,,8.85
2023-01-03,7.66,7.9,7.98,8.03,8.04,8.05,,,,,,,
2023-01-10,7.46,7.45,7.47,7.51,7.53,8.25,,,,,,,
2023-01-20,6.92,7.08,7.14,7.35,7.45,,,,,,,,
2023-01-25,7.19,7.14,7.15,7.11,7.14,8.18,,,,,,,
2023-02-01,4.05,5.52,6.56,6.65,6.78,,,,,,,,
2023-02-08,4.05,5.15,6.31,6.41,6.45,6.43,,,,,,,
2023-02-14,4.81,5.42,6.12,6.34,6.32,,,,,,,,
2023-02-23,3.79,5.77,6.32,6.38,6.6,,,,,,,,
2023-03-01,3.36,3.94,5.66,5.97,6.16,,,,,,,,
2023-03-08,4.03,4.77,5.42,5.53,5.63,,,,,,,,
2023-03-16,2.6,3.4,4.37,5.49,5.87,,,,,,,,
2023-03-22,5.36,5.4,5.41,5.39,5.41,5.47,,,,,,,
2023-03-29,3.24,3.96,5.04,5.49,5.78,,,,,,,,
2023-04-04,2.86,4.21,5.36,5.76,5.84,,,,,,,,
2023-04-11,4.48,4.77,5.01,5.26,5.42,,,,,,,,
2023-04-20,4.89,4.85,4.78,4.72,5.14,5.67,,,,,,,5.74
2023-04-27,2.18,3.92,4.47,5.14,6.02,,,,,,,,
2023-05-05,4.43,4.77,5.14,5.32,5.71,6.07,,,,,,,
2023-05-11,4.31,6.98,7.56,7.6,7.66,,,,,,,,
2023-05-18,4.93,6.23,6.42,6.55,6.82,6.99,,,,,,,
2023-05-25,5.42,6.0,6.8,7.31,7.87,8.12,,,,,,,8.22
2023-05-31,5.8,6.02,6.33,7.34,7.75,7.81,,,,,,,
2023-06-05,7.32,7.32,7.25,7.37,7.31,7.87,,,,,,,8.1
2023-06-13,4.21,6.81,8.51,8.75,8.88,8.86,,,,,,,
2023-06-21,7.71,7.67,7.77,7.91,8.0,8.21,,,,,,,8.27
2023-06-28,6.58,7.48,7.75,7.97,8.07,8.07,,,,,,,
2023-07-05,7.48,7.54,7.67,7.82,8.08,8.04,,,,,,,
2023-07-12,5.11,7.14,7.68,7.85,8.17,8.32,,,,,,,8.58
2023-07-19,6.38,6.47,6.96,7.54,7.83,8.52,,,,,,,8.7
2023-07-26,7.88,7.96,7.94,8.0,8.1,8.13,,,,,,,
2023-08-01,6.62,6.65,6.77,6.65,6.61,6.67,,,,,,,
2023-08-10,6.92,6.85,7.3,7.74,8.56,9.41,,,,,,,
2023-08-17,8.85,8.89,8.92,9.04,9.52,9.58,,,,,,,
2023-08-24,6.7,8.4,8.43,8.57,8.76,9.04,,,,,,,
