Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0
2019-01-25,,,,,
2019-02-06,,,,,
2019-02-12,,,,,
2019-02-20,,,,,
2019-02-26,,,,,
2019-03-05,,,,,
2019-03-12,,,,,
2019-03-28,,,,,
2019-04-02,,,,,
2019-04-15,,,,,
2019-04-24,,,,,
2019-04-30,,,,,
2019-05-08,,,,,
2019-05-15,,,,,
2019-05-21,,,,,
2019-06-04,,,,,
2019-06-18,,,,,
2019-06-25,,,,,
2019-07-04,,,,,
2019-07-11,,,,,
2019-07-19,,,,,
2019-07-26,,,,,
2019-07-30,,,,,
2019-08-06,,,,,
2019-08-14,,,,,
2019-08-22,,,,,
2019-08-29,,,,,
2019-09-04,,,,,
2019-09-10,,,,,
2019-09-17,,,,,
2019-09-18,,,,,
2019-09-19,,,,,
2019-09-26,,,,,
2019-10-03,,,,,
2019-10-15,,,,,
2019-10-16,,,,,
2019-10-25,,,,,
2019-11-04,,,,,
2019-11-07,,,,,
2019-11-14,,,,,
2019-11-21,,,,,
2019-11-27,,,,,
2019-12-05,,,,,
2019-12-11,,,,,
2019-12-16,,,,,
2019-12-26,,,,,
2020-01-03,,,,,
2020-01-08,,,,,
2020-01-17,,,,,
2020-01-23,,,,,
2020-01-29,,,,,
2020-02-04,,,,,
2020-02-11,,,,,
2020-02-20,,,,,
2020-02-25,,,,,
2020-03-05,,,,,
2020-03-11,,,,,
2020-03-27,,,,,
2020-04-01,,,,,
2020-04-07,,,,,
2020-04-14,,,,,
2020-05-13,,,,,
2020-05-20,,,,,
2020-06-01,,,,,
2020-06-15,,,,,
2020-06-26,,,,,
2020-07-02,,,,,
2020-07-07,,,,,
2020-07-17,,,,,
2020-07-23,,,,,
2020-07-28,,,,,
2020-08-04,,,,,
2020-08-13,,,,,
2020-08-19,,,,,
2020-08-26,,,,,
2020-09-03,,,,,
2020-09-10,,,,,
2020-09-16,,,,,
2020-09-24,,,,,
2020-09-30,,,,,
2020-10-08,,,,,
2020-10-14,,,,,
2020-10-22,,,,,
2020-10-29,,,,,
2020-11-04,,,,,
2020-11-12,,,,,
2020-11-18,,,,,
2020-11-25,,,,,
2020-12-03,,,,,
2020-12-10,,,,,
2020-12-15,,,,,
2020-12-21,,,,,
2020-12-29,,,,,
2021-01-05,,,,,
2021-01-13,,,,,
2021-01-20,,,,,
2021-01-27,,,,,
2021-02-03,,,,,
2021-02-12,,,,,
2021-02-17,,,,,
2021-02-24,,,,,
2021-03-05,55.01,65.61,70.74,68.88,67.99
2021-03-10,97.98,109.65,108.87,111.35,120.94
2021-03-15,461.29,77.41,88.03,101.37,
2021-03-24,58.06,502.11,95.99,92.79,109.78
2021-04-06,109.95,63.47,77.32,95.38,104.47
2021-04-13,91.37,67.32,73.93,88.05,98.64
2021-04-20,288.33,913.75,1093.38,822.23,212.26
2021-04-27,50.01,48.81,197.36,78.96,86.31
2021-05-06,71.74,31.39,47.9,51.05,61.07
2021-05-13,1816.4,1819.05,1285.31,198.89,85.92
2021-05-20,56.55,61.16,67.99,404.63,71.11
2021-05-25,101.31,118.98,141.57,165.97,176.85
2021-06-02,573.48,455.9,101.9,88.14,109.39
2021-06-08,381.76,128.45,73.04,97.4,97.77
2021-06-14,64.92,71.68,687.84,197.03,109.09
2021-06-22,52.39,56.09,59.39,70.83,88.64
2021-07-01,289.07,203.71,1389.86,853.96,98.61
2021-07-06,644.03,89.72,106.45,128.28,129.72
2021-07-14,194.92,89.72,106.45,128.77,129.72
2021-07-20,493.93,137.34,198.58,224.41,245.68
2021-07-27,158.06,180.81,230.97,240.81,264.31
2021-08-03,677.1,960.06,699.0,704.02,746.73
2021-08-09,1354.66,577.16,558.29,543.37,537.71
2021-08-13,384.12,509.1,584.0,673.24,755.94
2021-08-16,658.8,692.66,724.83,836.61,986.1
2021-08-19,468.56,512.67,510.99,300.37,285.69
2021-08-24,414.66,497.6,421.1,327.2,341.94
2021-08-26,1122.76,1009.25,862.76,618.25,560.08
2021-08-30,1321.38,1449.17,1023.04,518.09,469.34
2021-09-02,543.65,539.4,531.44,526.92,529.34
2021-09-09,,,1155.01,1119.43,1094.54
2021-09-13,613.99,602.27,593.05,634.58,683.26
2021-09-20,3062.25,1529.07,1598.39,1623.34,1637.75
2021-09-30,2324.12,1417.35,1007.54,826.36,1168.83
2021-10-07,810.03,1077.51,1292.44,1586.45,1839.45
2021-10-11,1170.76,1429.5,1651.9,1545.41,1535.19
2021-10-18,435.01,456.85,609.25,740.09,811.47
2021-10-28,383.69,439.35,524.85,553.94,545.73
2021-11-04,247.1,269.96,329.97,380.79,327.65
2021-11-11,90.63,106.79,159.68,175.9,168.55
2021-11-18,171.07,169.54,172.82,173.64,151.69
2021-11-25,83.6,87.83,101.52,137.17,107.2
2021-12-01,116.03,176.47,130.09,158.61,201.41
2021-12-10,72.21,80.82,81.84,86.5,125.16
2021-12-15,104.28,106.8,106.8,109.31,109.37
2021-12-21,112.35,156.93,198.32,212.73,205.32
2021-12-28,100.94,96.96,104.29,108.09,103.28
2022-01-04,70.85,81.76,56.49,54.96,64.72
2022-01-12,65.26,68.12,75.31,88.14,106.99
2022-01-19,65.6,64.57,68.32,68.28,80.64
2022-01-27,55.17,86.51,67.25,75.5,75.84
2022-02-02,105.09,72.65,76.21,86.05,99.45
2022-02-10,156.43,167.14,151.42,134.61,97.5
2022-02-16,140.34,79.21,73.39,100.98,86.31
2022-02-24,53.85,97.78,182.41,95.78,103.11
2022-03-02,56.4,59.45,64.59,76.34,71.63
2022-03-11,79.24,71.62,88.21,124.24,124.77
2022-03-24,85.5,95.01,112.08,120.09,107.83
2022-03-28,101.33,111.49,129.93,144.19,159.21
2022-04-06,268.07,312.51,354.23,333.04,286.05
2022-04-11,206.97,233.96,287.87,310.85,306.89
2022-04-19,72.03,108.59,148.08,150.13,137.39
2022-04-22,219.54,294.73,324.52,291.47,282.52
2022-04-27,86.32,92.72,93.51,85.31,76.24
2022-05-06,1507.69,750.22,460.2,159.76,167.86
2022-05-13,110.22,112.46,141.54,124.35,119.07
2022-05-18,99.13,135.79,211.98,244.02,183.49
2022-05-26,48.3,337.47,251.08,116.33,156.54
2022-06-02,385.89,130.29,157.99,179.86,180.61
2022-06-10,971.76,1523.18,1814.75,225.4,233.44
2022-06-17,65.57,565.96,76.67,72.06,68.58
2022-06-24,182.51,118.04,106.03,83.4,74.7
2022-06-30,131.22,122.61,132.35,139.23,133.32
2022-07-06,168.08,175.52,193.14,207.72,206.44
2022-07-14,73.12,543.76,1991.19,153.76,131.99
2022-07-20,1060.69,301.16,911.76,183.83,201.87
2022-07-28,168.73,182.03,176.13,154.17,143.15
2022-08-03,1468.29,344.61,701.37,229.19,194.76
2022-08-11,2695.07,677.22,276.26,262.82,220.39
2022-08-17,131.88,147.32,149.12,153.08,159.8
2022-08-24,158.42,143.59,185.62,188.59,179.68
2022-09-01,657.41,2382.51,1809.92,305.5,148.29
2022-09-07,335.7,135.0,132.33,136.52,139.72
2022-09-15,177.83,914.63,217.59,188.73,192.17
2022-09-21,160.8,173.37,187.15,180.78,174.27
2022-09-27,144.16,170.23,170.64,221.45,196.01
2022-09-29,105.89,113.38,113.08,98.73,100.17
2022-10-05,536.93,156.7,176.15,172.01,157.91
2022-10-11,807.55,836.86,598.66,473.08,307.4
2022-10-18,244.57,255.25,265.73,266.66,263.33
2022-10-26,289.03,296.67,327.92,336.02,333.2
2022-11-02,136.2,144.05,159.53,175.3,154.5
2022-11-09,685.57,1346.26,327.56,129.9,120.53
2022-11-17,75.48,86.73,108.61,108.14,107.61
2022-11-24,101.63,117.98,129.47,139.01,140.73
2022-12-01,46.02,104.85,125.06,139.18,142.07
2022-12-07,374.43,451.62,119.85,130.28,139.28
2022-12-16,117.29,133.38,151.58,166.38,170.97
2022-12-20,127.63,144.57,167.34,180.14,180.39
2022-12-27,90.08,94.9,109.06,132.1,149.23
2023-01-03,67.8,69.26,76.75,86.68,91.47
2023-01-10,58.37,61.04,85.29,125.64,147.32
2023-01-20,64.06,62.21,69.94,84.64,104.37
2023-01-25,80.29,89.88,97.39,99.28,97.07
2023-02-01,30.32,30.15,103.37,40.47,38.69
2023-02-08,47.02,38.72,42.2,44.14,39.68
2023-02-14,38.92,45.01,49.87,49.38,44.99
2023-02-23,46.4,47.8,49.63,46.35,
2023-03-01,29.79,178.83,27.58,32.55,55.32
2023-03-08,137.29,22.12,21.27,26.81,17.31
2023-03-16,435.18,581.53,498.47,99.22,40.8
2023-03-22,317.82,85.97,38.74,43.64,46.71
2023-03-29,668.47,656.11,239.45,51.96,61.2
2023-04-04,43.6,51.12,55.22,62.71,73.43
2023-04-11,53.77,51.66,59.14,56.59,57.27
2023-04-20,554.18,162.9,35.27,70.64,
2023-04-27,952.01,411.15,62.71,137.78,
2023-05-05,40.86,46.22,41.6,47.89,
2023-05-11,1235.37,816.95,469.99,63.53,64.35
2023-05-18,56.3,57.81,58.07,75.75,84.58
2023-05-25,1936.21,1389.58,137.16,162.23,170.09
2023-05-31,30.8,37.14,61.15,75.91,105.47
2023-06-05,1503.54,106.6,52.35,100.25,99.27
2023-06-13,92.22,114.39,107.62,220.27,308.18
2023-06-21,75.06,85.26,106.53,134.82,151.66
2023-06-28,3731.09,1347.53,119.63,122.34,124.71
2023-07-05,77.95,92.01,113.6,151.72,175.12
2023-07-12,1253.41,915.16,146.6,174.12,221.43
2023-07-19,545.07,83.96,91.2,98.0,102.69
2023-07-26,324.32,110.56,123.91,139.92,148.99
2023-08-01,1393.84,80.51,101.27,124.32,129.77
2023-08-10,67.92,57.79,66.56,85.74,118.78
2023-08-17,74.08,86.44,170.51,126.79,152.44
2023-08-24,141.32,149.01,261.48,167.74,214.22
