Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-3.0,profundidad_-4.0
2019-01-25,,,,,
2019-02-06,,,,,
2019-02-12,,,,,
2019-02-20,,,,,
2019-02-26,,,,,
2019-03-05,,,,,
2019-03-12,,,,,
2019-03-28,,,,,
2019-04-02,,,,,
2019-04-15,,,,,
2019-04-24,,,,,
2019-04-30,,,,,
2019-05-08,,,,,
2019-05-15,,,,,
2019-05-21,,,,,
2019-06-04,,,,,
2019-06-18,,,,,
2019-06-25,,,,,
2019-07-04,,,,,
2019-07-11,,,,,
2019-07-19,,,,,
2019-07-26,,,,,
2019-07-30,,,,,
2019-08-06,,,,,
2019-08-14,,,,,
2019-08-22,,,,,
2019-08-29,,,,,
2019-09-04,,,,,
2019-09-10,,,,,
2019-09-17,,,,,
2019-09-18,,,,,
2019-09-19,,,,,
2019-09-26,,,,,
2019-10-03,,,,,
2019-10-15,,,,,
2019-10-16,,,,,
2019-10-25,,,,,
2019-11-04,,,,,
2019-11-07,,,,,
2019-11-14,,,,,
2019-11-21,,,,,
2019-11-27,,,,,
2019-12-05,,,,,
2019-12-11,,,,,
2019-12-16,,,,,
2019-12-26,,,,,
2020-01-03,,,,,
2020-01-08,,,,,
2020-01-17,,,,,
2020-01-23,,,,,
2020-01-29,,,,,
2020-02-04,,,,,
2020-02-11,,,,,
2020-02-20,,,,,
2020-02-25,,,,,
2020-03-05,,,,,
2020-03-11,,,,,
2020-03-27,,,,,
2020-04-01,,,,,
2020-04-07,,,,,
2020-04-14,,,,,
2020-05-13,,,,,
2020-05-20,,,,,
2020-06-01,,,,,
2020-06-15,,,,,
2020-06-26,,,,,
2020-07-02,,,,,
2020-07-07,,,,,
2020-07-17,,,,,
2020-07-23,,,,,
2020-07-28,,,,,
2020-08-04,,,,,
2020-08-13,,,,,
2020-08-19,,,,,
2020-08-26,,,,,
2020-09-03,,,,,
2020-09-10,,,,,
2020-09-16,,,,,
2020-09-24,,,,,
2020-09-30,,,,,
2020-10-08,,,,,
2020-10-14,,,,,
2020-10-22,,,,,
2020-10-29,,,,,
2020-11-04,,,,,
2020-11-12,,,,,
2020-11-18,,,,,
2020-11-25,,,,,
2020-12-03,,,,,
2020-12-10,,,,,
2020-12-15,,,,,
2020-12-21,,,,,
2020-12-29,,,,,
2021-01-05,,,,,
2021-01-13,,,,,
2021-01-20,,,,,
2021-01-27,,,,,
2021-02-03,,,,,
2021-02-12,,,,,
2021-02-17,,,,,
2021-02-24,,,,,
2021-03-05,7.39,7.51,7.83,8.46,8.47
2021-03-10,7.85,7.82,7.63,7.85,7.79
2021-03-15,7.46,7.5,7.52,7.66,
2021-03-24,6.73,7.21,7.4,8.11,8.11
2021-04-06,5.26,8.21,8.19,8.28,8.31
2021-04-13,7.76,7.71,7.65,7.8,7.75
2021-04-20,6.93,7.41,7.57,7.6,7.63
2021-04-27,7.56,7.94,8.25,8.28,8.32
2021-05-06,5.04,6.97,7.46,7.63,7.62
2021-05-13,7.39,7.35,7.58,8.13,8.3
2021-05-20,7.24,7.26,7.3,7.39,7.44
2021-05-25,7.22,7.25,7.5,7.65,7.72
2021-06-02,5.65,7.44,8.35,8.43,8.42
2021-06-08,8.19,8.32,8.29,9.18,9.19
2021-06-14,7.61,7.76,8.65,9.71,9.9
2021-06-22,9.24,9.3,9.35,9.39,9.6
2021-07-01,9.17,9.43,9.51,9.61,9.67
2021-07-06,9.44,9.21,9.62,10.01,10.13
2021-07-14,10.22,9.21,9.62,10.03,10.13
2021-07-20,10.29,9.46,10.92,11.38,11.49
2021-07-27,9.99,10.33,11.78,11.97,12.35
2021-08-03,10.41,10.56,10.69,10.74,10.87
2021-08-09,11.32,11.26,11.31,11.46,11.52
2021-08-13,10.83,11.08,11.29,12.18,13.14
2021-08-16,11.05,11.31,11.51,11.89,11.82
2021-08-19,11.24,11.47,12.13,14.02,13.86
2021-08-24,11.96,12.96,13.36,13.69,13.82
2021-08-26,12.31,12.47,12.61,13.06,13.23
2021-08-30,12.94,13.19,13.71,14.58,15.05
2021-09-02,11.18,11.21,11.29,11.3,11.29
2021-09-09,,,13.53,13.76,13.93
2021-09-13,14.48,14.55,14.65,15.25,15.33
2021-09-20,13.25,13.29,13.38,13.45,13.52
2021-09-30,13.51,13.13,13.33,13.37,13.47
2021-10-07,12.68,12.78,12.97,13.85,14.08
2021-10-11,11.66,12.04,12.86,12.94,12.99
2021-10-18,12.31,12.42,12.8,13.69,14.28
2021-10-28,12.59,12.62,12.64,12.68,12.67
2021-11-04,11.87,11.86,11.92,11.96,12.26
2021-11-11,9.29,9.47,10.11,10.46,10.55
2021-11-18,10.31,10.3,10.34,10.33,10.38
2021-11-25,9.83,9.76,9.93,10.3,10.4
2021-12-01,9.43,9.48,9.55,9.61,9.64
2021-12-10,8.29,8.58,8.99,9.11,9.15
2021-12-15,9.41,9.4,9.41,9.42,9.34
2021-12-21,7.88,8.96,9.31,9.59,9.6
2021-12-28,9.43,9.46,9.65,9.8,9.77
2022-01-04,9.13,8.85,8.88,9.01,9.24
2022-01-12,8.49,8.55,8.62,8.78,9.01
2022-01-19,8.49,8.48,8.5,8.51,8.51
2022-01-27,8.23,8.24,8.26,8.28,8.3
2022-02-02,7.19,7.68,7.94,8.02,8.01
2022-02-10,7.78,7.72,7.85,8.11,8.38
2022-02-16,7.4,7.39,7.45,7.5,7.55
2022-02-24,7.08,7.19,7.21,7.29,7.36
2022-03-02,6.94,7.01,7.1,7.16,7.14
2022-03-11,6.63,7.37,7.66,8.06,8.23
2022-03-24,6.25,6.26,6.38,6.88,7.28
2022-03-28,8.65,8.59,8.68,8.7,8.7
2022-04-06,8.25,8.28,8.39,8.53,9.06
2022-04-11,8.77,8.78,8.8,8.79,8.78
2022-04-19,7.47,7.96,8.24,9.26,9.46
2022-04-22,8.64,8.67,8.64,8.71,8.71
2022-04-27,8.87,8.89,8.99,9.12,9.2
2022-05-06,8.54,8.39,8.59,8.69,8.65
2022-05-13,8.35,8.68,8.99,9.58,9.73
2022-05-18,8.04,8.54,9.96,11.64,11.96
2022-05-26,8.76,8.86,9.26,9.26,9.31
2022-06-02,7.63,8.22,8.7,8.88,8.89
2022-06-10,9.12,9.21,9.58,9.71,10.1
2022-06-17,9.41,9.69,10.3,11.17,11.3
2022-06-24,9.71,9.7,10.01,9.91,9.98
2022-06-30,8.67,8.98,9.26,9.26,9.39
2022-07-06,9.42,9.42,9.47,9.53,9.51
2022-07-14,8.15,8.1,9.08,9.44,9.47
2022-07-20,6.93,7.95,8.02,9.12,9.8
2022-07-28,8.41,9.16,9.61,9.85,9.94
2022-08-03,9.66,9.7,9.84,9.9,9.9
2022-08-11,9.99,9.89,10.08,10.19,10.45
2022-08-17,10.12,10.1,10.11,10.16,10.16
2022-08-24,9.93,9.97,10.31,10.9,11.02
2022-09-01,9.44,9.66,9.7,9.69,9.73
2022-09-07,8.78,9.02,10.16,10.33,10.33
2022-09-15,9.71,10.0,10.15,10.14,10.28
2022-09-21,9.57,9.64,9.77,10.22,10.41
2022-09-27,9.87,9.9,9.94,9.89,9.84
2022-09-29,10.2,10.22,10.23,10.41,10.44
2022-10-05,10.27,10.22,10.22,10.43,10.7
2022-10-11,14.05,13.86,12.4,12.14,11.79
2022-10-18,11.7,11.84,12.27,13.41,13.99
2022-10-26,12.1,12.01,12.06,12.05,12.08
2022-11-02,10.99,11.02,11.1,11.35,12.41
2022-11-09,9.68,9.75,10.02,10.3,10.31
2022-11-17,9.41,9.94,10.55,10.61,10.61
2022-11-24,9.59,10.1,10.42,10.42,10.41
2022-12-01,5.14,8.76,8.89,8.89,9.84
2022-12-07,8.33,8.49,9.01,9.54,9.74
2022-12-16,8.76,9.45,9.69,9.72,9.75
2022-12-20,9.57,9.58,9.58,9.59,9.59
2022-12-27,8.76,8.79,8.98,8.94,8.97
2023-01-03,8.4,8.44,8.47,8.5,8.46
2023-01-10,7.51,7.34,7.54,7.85,7.87
2023-01-20,8.28,8.31,8.55,8.74,8.84
2023-01-25,7.9,7.88,7.8,7.82,7.81
2023-02-01,6.74,6.79,6.76,6.88,6.83
2023-02-08,5.16,6.59,6.61,6.67,6.63
2023-02-14,6.2,6.16,6.28,6.54,6.59
2023-02-23,5.8,6.67,6.83,6.95,
2023-03-01,5.6,6.01,5.98,5.99,6.05
2023-03-08,4.91,5.43,5.71,6.11,6.49
2023-03-16,5.96,6.0,6.2,6.29,6.32
2023-03-22,5.22,5.74,5.88,6.13,6.32
2023-03-29,6.1,6.15,6.13,6.15,6.22
2023-04-04,6.18,6.29,6.33,6.7,6.98
2023-04-11,6.19,6.19,6.22,6.38,6.43
2023-04-20,5.23,6.27,6.48,6.81,
2023-04-27,5.16,6.95,7.16,7.42,
2023-05-05,7.0,7.04,7.12,7.48,
2023-05-11,5.07,6.52,6.77,7.55,7.66
2023-05-18,7.14,7.25,7.58,7.96,8.04
2023-05-25,7.64,7.76,8.05,8.16,8.15
2023-05-31,6.73,7.04,7.45,7.75,7.69
2023-06-05,7.29,7.49,7.55,8.22,8.26
2023-06-13,7.97,8.54,8.67,8.92,9.05
2023-06-21,7.55,7.96,8.65,8.78,8.8
2023-06-28,7.15,8.59,9.06,9.06,9.14
2023-07-05,8.33,8.42,8.82,9.08,9.15
2023-07-12,8.84,9.03,9.07,9.23,9.35
2023-07-19,8.81,8.78,8.91,8.84,8.79
2023-07-26,9.23,9.24,9.31,9.29,9.39
2023-08-01,7.79,9.09,9.17,9.57,9.56
2023-08-10,8.68,8.37,8.5,8.76,8.88
2023-08-17,8.23,8.77,8.67,9.1,9.18
2023-08-24,9.57,9.59,9.64,9.91,10.25
