Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_-0.6666666666666666,profundidad_-1.3333333333333333,profundidad_-3.0,profundidad_-4.0,profundidad_-5.0,profundidad_-0.4,profundidad_-0.8,profundidad_-1.2000000000000002,profundidad_-1.6
2017-12-13,,,,,,,,,,,,
2017-12-18,,,,,,,,,,,,
2017-12-26,,,,,,,,,,,,
2018-01-02,,,,,,,,,,,,
2018-01-09,,,,,,,,,,,,
2018-01-17,,,,,,,,,,,,
2018-01-24,,,,,,,,,,,,
2018-01-31,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,
2018-02-20,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,
2018-05-11,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,
2018-06-20,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,
2018-07-10,,,,,,,,,,,,
2018-07-19,,,,,,,,,,,,
2018-07-24,,,,,,,,,,,,
2018-08-03,,,,,,,,,,,,
2018-08-09,,,,,,,,,,,,
2018-08-14,,,,,,,,,,,,
2018-08-23,,,,,,,,,,,,
2018-08-29,,,,,,,,,,,,
2018-09-04,,,,,,,,,,,,
2018-09-13,,,,,,,,,,,,
2018-09-20,,,,,,,,,,,,
2018-09-25,,,,,,,,,,,,
2018-10-03,,,,,,,,,,,,
2018-10-10,,,,,,,,,,,,
2018-10-17,,,,,,,,,,,,
2018-10-24,,,,,,,,,,,,
2018-11-07,,,,,,,,,,,,
2018-11-21,,,,,,,,,,,,
2018-11-28,,,,,,,,,,,,
2018-12-04,,,,,,,,,,,,
2018-12-11,,,,,,,,,,,,
2018-12-19,,,,,,,,,,,,
2018-12-26,,,,,,,,,,,,
2019-01-03,,,,,,,,,,,,
2019-01-09,,,,,,,,,,,,
2019-01-17,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,,
2019-02-06,,,,,,,,,,,,
2019-02-12,,,,,,,,,,,,
2019-02-20,,,,,,,,,,,,
2019-02-26,,,,,,,,,,,,
2019-03-05,,,,,,,,,,,,
2019-03-12,,,,,,,,,,,,
2019-03-28,,,,,,,,,,,,
2019-04-02,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,
2019-04-30,,,,,,,,,,,,
2019-05-08,,,,,,,,,,,,
2019-05-15,,,,,,,,,,,,
2019-05-21,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,
2019-06-18,186.88,152.98,167.36,,,234.99,274.13,,,,,
2019-06-25,620.24,589.72,482.63,,,376.58,258.53,,,,,
2019-07-04,250.75,231.17,197.02,,,176.47,197.19,,,,,
2019-07-11,217.21,138.31,123.17,,,122.9,131.96,,,,,
2019-07-19,1264.52,1239.8,991.4,,,507.51,423.12,,,,,
2019-07-26,416.75,215.64,268.95,,,256.55,221.44,,,,,
2019-07-30,230.04,192.98,171.7,,,179.86,198.74,,,,,
2019-08-06,539.75,468.02,407.25,,,339.85,263.95,,,,,
2019-08-14,256.98,194.46,163.13,,,148.58,163.22,,,,,
2019-08-22,313.95,230.58,168.48,,,131.21,111.02,,,,,
2019-08-29,265.62,178.15,128.47,,,99.98,65.32,,,,,
2019-09-04,143.82,124.59,147.94,,,162.67,101.19,,,,,
2019-09-10,383.69,241.63,195.44,,,148.11,116.5,,,,,
2019-09-17,404.2,213.19,85.93,,,50.92,26.26,15.13,,,,
2019-09-18,344.96,93.61,23.48,,,13.25,7.7,,,,,
2019-09-19,1059.78,403.1,80.13,,,19.74,11.26,,,,,
2019-09-26,127.61,86.04,76.35,,,68.13,27.27,,,,,
2019-10-03,97.19,69.24,50.99,,,28.48,11.22,,,,,
2019-10-15,73.1,54.05,24.49,,,14.4,7.46,,,,,
2019-10-16,85.41,49.28,17.68,,,7.87,3.2,,,,,
2019-10-25,56.38,21.95,5.7,,,2.65,1.71,,,,,
2019-11-04,1328.59,433.84,87.8,,,18.47,6.78,,,,,
2019-11-07,687.11,263.75,55.41,,,14.8,3.03,,,,,
2019-11-14,130.49,46.43,11.6,,,3.7,1.87,,,,,
2019-11-21,511.59,231.8,68.25,,,26.87,8.94,,,,,
2019-11-27,1016.41,579.46,167.33,,,78.77,32.42,20.91,,,,
2019-12-05,181.62,80.02,18.39,,,5.59,2.03,,,,,
2019-12-11,1165.75,404.89,160.06,,,64.82,23.4,,,,,
2019-12-16,365.95,186.32,95.09,,,49.68,26.54,,,,,
2019-12-26,144.71,170.01,117.87,,,61.61,34.46,,,,,
2020-01-03,834.14,668.84,363.6,,,232.95,151.04,,,,,
2020-01-08,1266.16,896.47,497.03,,,318.87,200.03,,,,,
2020-01-17,855.66,625.85,462.89,,,277.19,174.18,,,,,
2020-01-23,644.23,280.04,62.65,,,18.65,5.7,,,,,
2020-01-29,221.08,161.48,101.87,,,56.45,29.51,,,,,
2020-02-04,159.81,152.32,175.14,,,204.66,145.44,,,,,
2020-02-11,1585.2,921.16,482.6,,,298.0,182.8,,,,,
2020-02-20,1144.32,616.21,381.18,,,227.74,101.9,,,,,
2020-02-25,626.64,316.86,223.11,,,171.57,144.77,,,,,
2020-03-05,947.52,557.32,185.13,,,74.4,23.33,,,,,
2020-03-11,1135.06,936.23,371.28,,,204.01,118.0,,,,,
2020-03-17,218.46,159.36,68.19,,,31.77,14.44,,,,,
2020-03-27,75.72,36.09,10.37,,,3.6,1.65,,,,,
2020-04-01,171.09,112.82,55.19,,,28.48,18.9,,,,,
2020-04-07,466.63,474.13,172.73,,,132.25,81.18,,,,,
2020-04-14,209.52,146.79,93.58,,,56.87,31.63,,,,,
2020-04-21,1400.0,818.09,347.55,,,166.73,56.46,,,,,
2020-05-13,570.12,538.32,451.47,,,303.2,186.36,,,,,
2020-05-20,375.32,492.62,316.52,,,170.6,93.56,,,,,
2020-06-01,495.81,308.18,310.73,,,254.94,219.36,,,,,
2020-06-15,1419.72,1288.94,846.81,,,628.48,433.05,,,,,
2020-06-26,296.07,271.15,251.66,,,224.96,256.67,,,,,
2020-07-02,1912.35,1583.33,1131.18,,,845.62,553.61,,,,,
2020-07-07,1699.91,1505.76,1031.16,,,764.15,428.94,,,,,
2020-07-17,120.48,112.92,129.68,,,241.74,204.16,,,,,
2020-07-23,347.3,237.58,251.83,,,210.31,109.2,,,,,
2020-07-28,254.77,222.86,200.98,,,197.39,,94.23,,,,
2020-08-04,1644.99,,449.4,,,,,,1035.81,739.91,553.17,195.05
2020-08-13,195.99,162.8,168.75,,,233.12,266.75,,,,,
2020-08-19,1275.31,525.33,314.92,,,198.14,239.81,,,,,
2020-08-26,1911.39,1052.97,883.26,,,611.44,371.42,,,,,
2020-09-03,439.15,590.06,418.73,,,380.17,255.39,,,,,
2020-09-10,1176.72,1073.59,802.0,,,588.09,465.04,,,,,
2020-09-16,305.59,482.3,699.7,,,480.29,369.09,,,,,
2020-09-24,338.86,308.52,296.52,,,345.52,422.15,,,,,
2020-09-30,198.78,185.81,154.88,,,201.8,234.46,,,,,
2020-10-08,1386.85,799.12,349.24,,,423.1,300.18,,,,,
2020-10-14,118.54,100.78,149.73,,,482.21,474.09,,,,,
2020-10-22,102.01,80.08,61.52,,,59.03,47.6,,,,,
2020-10-29,134.9,147.89,248.84,,,375.63,306.45,,,,,
2020-11-04,547.57,710.41,422.98,,,76.06,54.17,,,,,
2020-11-12,1242.99,750.16,554.73,,,349.27,225.93,,,,,
2020-11-18,987.84,598.21,348.03,,,248.98,221.24,,,,,
2020-11-25,185.86,135.34,175.12,,,244.62,178.52,,,,,
2020-12-03,782.02,634.04,487.59,,,358.4,268.64,,,,,
2020-12-10,216.51,182.05,144.82,,,113.54,90.39,,,,,
2020-12-15,565.97,295.25,308.43,,,276.99,239.21,,,,,
2020-12-21,1048.97,757.54,555.72,,,462.77,283.36,,,,,
2020-12-29,117.19,114.73,123.89,,,148.53,165.46,,,,,
2021-01-05,283.61,278.28,143.01,,,101.44,78.92,,,,,
2021-01-13,355.41,151.98,340.16,,,247.2,168.56,,,,,
2021-01-20,242.12,177.63,189.6,,,158.6,139.07,,,,,
2021-01-27,173.31,144.48,145.03,,,158.99,173.53,,,,,
2021-02-03,350.52,375.49,381.42,,,332.19,194.31,,,,,
2021-02-12,717.67,305.97,348.8,,,449.63,296.21,,,,,
2021-02-17,162.68,398.63,545.64,,,420.57,254.15,,,,,
2021-02-24,1321.58,1204.04,848.15,,,671.82,517.79,,,,,
2021-03-05,226.47,191.38,187.15,,,170.18,141.55,,,,,
2021-03-10,1188.3,856.47,596.64,,,367.53,267.58,,,,,
2021-03-15,1707.17,979.63,791.51,,,599.58,420.55,,,,,
2021-03-24,163.04,638.69,536.03,,,375.82,256.59,,,,,
2021-04-06,710.16,644.37,647.44,,,603.22,400.91,,,,,
2021-04-13,83.55,71.07,85.81,,,185.49,323.5,,,,,
2021-04-20,440.19,1163.73,477.3,,,469.12,391.49,,,,,
2021-04-27,818.74,810.28,661.45,,,520.54,338.82,,,,,
2021-05-06,765.78,620.41,561.52,,,467.47,378.28,,,,,
2021-05-13,82.24,188.95,384.77,,,109.68,141.68,,,,,
2021-05-20,209.91,168.4,149.25,,,153.32,156.53,,,,,
2021-05-25,341.85,520.61,502.03,,,507.76,315.93,,,,,
2021-06-02,935.43,1022.52,668.83,,,431.77,301.58,,,,,
2021-06-08,657.34,700.73,692.51,,,495.97,371.06,,,,,
2021-06-14,124.09,121.54,123.95,,,139.25,200.68,,,,,
2021-06-22,155.51,127.93,168.27,,,153.18,271.5,,,,,
2021-07-01,186.6,167.07,156.13,,,138.6,126.57,,,,,
2021-07-06,404.8,256.63,344.85,,,308.78,368.73,,,,,
2021-07-14,404.8,256.63,344.85,,,308.78,368.73,,,,,
2021-07-20,159.81,71.91,58.22,,,51.61,49.81,,,,,
2021-07-27,175.73,56.43,45.12,,,39.25,32.12,,,,,
2021-08-03,411.3,104.44,69.1,,,39.23,20.81,,,,,
2021-08-09,245.48,145.77,74.6,,,37.33,19.63,,,,,
2021-08-13,743.57,374.25,149.37,,,59.63,17.86,,,,,
2021-08-16,142.09,94.09,64.34,,,42.87,22.6,,,,,
2021-08-19,285.68,18.0,0.33,,,0.16,0.13,,,,,
2021-08-24,0.13,0.13,0.13,,,0.13,0.13,0.13,,,,
2021-08-26,0.13,0.13,0.13,,,0.13,0.13,,,,,
2021-08-30,258.83,283.69,174.0,,,87.69,29.37,,,,,
2021-09-02,0.17,0.14,0.13,,,0.13,0.13,,,,,
2021-09-09,,292.8,125.02,,,51.78,20.12,,,,,
2021-09-13,79.04,51.7,3.11,,,0.74,0.51,,,,,
2021-09-20,0.13,0.13,0.13,,,0.13,0.13,,,,,
2021-09-30,218.65,152.62,88.27,,,53.21,28.96,,,,,
2021-10-07,252.89,156.59,91.99,,,58.63,31.55,,,,,
2021-10-11,11.25,2.71,0.44,,,16.57,15.93,,,,,
2021-10-18,0.12,8.32,0.12,,,0.12,0.12,0.12,,,,
2021-10-28,0.12,0.12,0.12,,,0.32,0.12,,,,,
2021-11-04,0.12,0.12,0.12,,,0.12,0.12,,,,,
2021-11-11,390.75,336.66,237.12,,,158.05,70.28,42.09,,,,
2021-11-18,0.12,0.12,0.12,,,0.12,0.12,0.12,,,,
2021-11-25,0.12,0.12,0.12,,,0.12,0.12,,,,,
2021-12-01,82.87,77.32,84.49,,,75.0,49.78,,,,,
2021-12-10,0.12,0.12,0.12,,,0.12,0.12,,,,,
2021-12-15,0.12,0.12,0.12,,,0.12,0.12,,,,,
2021-12-21,0.12,0.12,0.12,,,0.12,0.12,,,,,
2021-12-28,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-01-04,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-01-12,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-01-19,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-01-27,63.02,89.9,34.11,,,0.12,0.12,,,,,
2022-02-02,627.5,636.3,497.56,,,394.03,324.79,,,,,
2022-02-10,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-02-16,0.12,0.12,0.12,,,0.12,3.59,,,,,
2022-02-24,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-03-02,41.58,18.95,0.12,,,5.17,26.22,,,,,
2022-03-11,311.41,115.43,0.12,,,0.12,0.12,,,,,
2022-03-24,137.12,15.54,1.34,,,0.34,0.13,,,,,
2022-03-28,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-04-06,218.06,120.43,40.01,,,12.98,4.29,2.37,,,,
2022-04-11,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-04-19,113.44,99.05,102.95,,,122.42,131.23,,,,,
2022-04-22,35.52,7.68,0.18,,,0.15,0.3,,,,,
2022-04-27,0.19,0.12,0.12,,,0.12,0.12,0.12,,,,
2022-05-06,1148.7,761.3,430.54,,,234.69,113.73,,,,,
2022-05-13,159.92,124.34,131.72,,,125.79,88.47,,,,,
2022-05-18,1078.23,757.39,503.04,,,301.77,213.62,,,,,
2022-05-26,1400.86,394.38,319.17,,,244.39,259.57,96.89,,,,
2022-06-02,671.14,684.16,603.32,,,487.92,338.24,,,,,
2022-06-10,80.55,115.9,168.11,,,237.44,216.95,127.81,,,,
2022-06-17,113.94,107.9,107.4,,,109.21,123.84,,,,,
2022-06-24,711.74,784.42,434.99,,,396.09,399.94,,,,,
2022-06-30,237.7,511.79,451.27,,,348.47,276.36,,,,,
2022-07-06,1063.03,775.69,565.31,,,423.37,266.21,,,,,
2022-07-14,1128.79,665.4,584.13,,,489.52,333.47,,,,,
2022-07-20,215.98,146.75,134.53,,,120.75,87.42,,,,,
2022-07-28,368.79,202.72,176.85,,,141.39,92.56,,,,,
2022-08-03,908.11,738.58,574.73,,,403.19,208.66,,,,,
2022-08-11,433.57,596.5,606.98,,,464.34,308.19,,,,,
2022-08-17,71.7,68.72,150.86,,,144.26,102.58,,,,,
2022-08-24,239.37,174.85,151.58,,,135.14,101.23,,,,,
2022-09-01,664.69,372.0,233.29,,,0.12,0.12,,,,,
2022-09-07,503.51,594.43,294.19,,,21.07,0.22,,,,,
2022-09-15,259.24,155.36,114.24,,,287.28,327.2,,,,,
2022-09-21,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-09-27,75.17,62.36,63.04,,,58.62,46.03,,,,,
2022-09-29,0.15,0.12,0.12,,,0.13,0.12,,,,,
2022-10-05,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-10-11,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-10-18,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-10-26,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-11-02,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-11-09,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-11-17,17.4,122.33,0.12,,,0.12,0.12,,,,,
2022-11-24,644.33,482.38,236.25,,,194.2,212.22,,,,,
2022-12-01,2.63,6.55,73.39,,,113.99,100.06,,,,,
2022-12-07,738.78,564.55,334.11,,,197.51,173.51,,,,,
2022-12-16,181.94,211.73,115.76,,,56.53,0.12,,,,,
2022-12-20,0.12,0.12,0.12,,,0.12,0.12,,,,,
2022-12-27,37.76,0.71,1.92,,,0.12,0.12,,,,,
2023-01-03,0.12,0.12,0.12,,,0.12,0.12,0.12,,,,
2023-01-10,0.12,0.12,0.12,,,0.12,0.12,,,,,
2023-01-20,887.0,624.09,428.41,,,281.67,207.14,,,,,
2023-01-25,463.05,296.76,217.91,,,193.03,157.02,,,,,
2023-02-01,353.37,241.75,79.38,,,77.49,83.45,,,,,
2023-02-08,132.03,103.47,93.94,,,74.27,77.19,,,,,
2023-02-14,193.07,165.17,137.41,,,113.51,94.65,,,,,
2023-02-23,134.71,232.98,233.46,,,154.91,136.92,,,,,
2023-03-01,986.86,791.04,496.6,,,410.65,289.16,,,,,
2023-03-08,1190.61,984.84,794.63,,,606.86,460.54,,,,,
2023-03-16,0.12,16.79,56.96,,,230.32,248.68,,,,,
2023-03-22,312.5,651.36,430.2,,,413.25,340.51,,,,,
2023-03-29,270.76,702.27,724.47,,,592.69,467.97,,,,,
2023-04-04,416.22,415.83,384.72,,,346.72,295.38,,,,,
2023-04-11,35.97,0.13,0.12,,,0.12,0.12,,,,,
2023-04-20,0.12,0.47,112.44,,,270.23,66.6,,,,,
2023-04-27,1.56,26.72,0.12,,,0.12,0.12,,,,,
2023-05-05,692.09,1105.72,673.18,,,716.26,534.04,,,,,
2023-05-11,108.41,93.13,102.17,,,118.62,157.09,,,,,
2023-05-18,237.11,227.63,239.62,,,303.86,361.29,,,,,
2023-05-25,83.15,68.23,48.75,,,93.8,115.07,,,,,
2023-05-31,184.68,140.92,171.15,,,186.18,197.27,,,,,
2023-06-05,703.66,742.88,561.03,,,622.0,449.59,,,,,
2023-06-13,109.14,98.88,110.77,,,133.76,199.07,,,,,
2023-06-21,116.21,100.54,117.04,,,157.2,271.67,,,,,
2023-06-28,937.62,911.84,718.82,,,512.29,390.78,,,,,
2023-07-05,891.99,1050.85,688.93,,,528.31,399.95,,,,,
2023-07-12,177.82,128.69,137.66,,,158.95,227.1,,,,,
2023-07-19,789.06,575.31,520.45,,,432.02,360.11,,,,,
2023-07-26,1326.93,987.74,600.29,,,405.9,385.91,,,,,
2023-08-01,94.65,95.28,119.13,,,256.19,341.11,,,,,
2023-08-10,0.13,0.13,0.13,,,0.13,0.13,,,,,
2023-08-17,87.19,71.06,72.19,,,80.82,113.28,,,,,
2023-08-24,75.68,70.11,215.15,,,372.82,291.34,,,,,
