Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_None
2019-05-15,,,,
2019-05-21,,,,
2019-06-04,,,,
2019-06-18,,,,
2019-07-04,,,,
2019-07-11,,,,
2019-07-19,,,,
2019-07-26,,,,
2019-07-30,,,,
2019-08-06,,,,
2019-08-14,,,,
2019-08-22,,,,
2019-08-29,,,,
2019-09-04,,,,
2019-09-10,,,,
2019-09-17,,,,
2019-09-18,,,,
2019-09-19,,,,
2019-09-26,,,,
2019-10-03,,,,
2019-10-15,,,,
2019-10-16,,,,
2019-10-25,,,,
2019-11-04,,,,
2019-11-07,,,,
2019-11-14,,,,
2019-11-21,,,,
2019-11-27,,,,
2019-12-05,,,,
2019-12-11,,,,
2019-12-16,,,,
2019-12-26,,,,
2020-01-03,,,,
2020-01-08,,,,
2020-01-17,,,,
2020-01-23,,,,
2020-01-29,,,,
2020-02-04,,,,
2020-02-11,,,,
2020-02-20,,,,
2020-02-25,,,,
2020-03-05,,,,
2020-03-11,,,,
2020-03-17,,,,
2020-03-27,,,,
2020-04-01,,,,
2020-04-07,,,,
2020-04-14,,,,
2020-04-21,,,,
2020-05-13,,,,
2020-05-20,,,,
2020-06-01,,,,
2020-06-15,,,,
2020-06-26,,,,
2020-07-02,,,,
2020-07-07,,,,
2020-07-17,,,,
2020-07-23,,,,
2020-07-28,,,,
2020-08-04,,,,
2020-08-13,,,,
2020-08-19,,,,
2020-08-26,,,,
2020-09-03,,,,
2020-09-10,,,,
2020-09-16,,,,
2020-09-24,,,,
2020-09-30,,,,
2020-10-08,,,,
2020-10-14,,,,
2020-10-22,,,,
2020-10-29,,,,
2020-11-04,,,,
2020-11-12,,,,
2020-11-18,,,,
2020-11-25,,,,
2020-12-03,,,,
2020-12-10,,,,
2020-12-15,,,,
2020-12-21,,,,
2020-12-29,,,,
2021-01-05,,,,
2021-01-13,,,,
2021-01-20,,,,
2021-01-27,,,,
2021-02-03,,,,
2021-02-12,,,,
2021-02-17,,,,
2021-02-24,,,,
2021-03-05,8.33,,,
2021-03-10,10.19,,,
2021-03-15,5.56,,,
2021-03-24,9.21,,,
2021-04-06,9.77,,,
2021-04-13,8.91,,,
2021-04-20,9.39,,,
2021-04-27,9.66,,,
2021-05-06,9.88,,,
2021-05-13,8.42,,,
2021-05-20,8.08,,,
2021-05-25,9.23,,,
2021-06-02,11.43,,,
2021-06-08,9.81,,,
2021-06-14,14.07,,,
2021-06-22,11.58,,,
2021-07-01,11.61,,,
2021-07-06,12.31,,,
2021-07-14,12.46,,,
2021-07-20,12.89,,,
2021-07-27,12.25,,,
2021-08-03,11.18,,,
2021-08-09,12.22,,,
2021-08-13,14.05,,,
2021-08-16,14.5,,13.71,
2021-08-24,14.3,,,
2021-08-26,13.15,,,
2021-08-30,13.03,,,
2021-09-02,14.85,,,
2021-09-09,13.72,,,
2021-09-13,15.51,,,
2021-09-20,14.3,,,
2021-09-30,13.93,,,
2021-10-07,14.52,,,
2021-10-11,13.8,,,
2021-10-18,15.24,,,
2021-10-28,15.31,,,
2021-11-04,12.28,,,
2021-11-11,12.69,,,
2021-11-18,11.36,,,
2021-11-25,12.64,,,
2021-12-01,12.68,,,
2021-12-10,10.39,,,
2021-12-15,11.01,,,
2021-12-21,10.37,,,
2021-12-28,9.97,,,
2022-01-04,9.73,,,
2022-01-12,10.38,,,
2022-01-19,9.09,,,
2022-01-27,10.06,,,
2022-02-02,8.96,,,
2022-02-10,7.85,,,
2022-02-16,7.64,,,
2022-02-24,8.09,,,
2022-03-02,9.05,,,
2022-03-11,8.78,,,
2022-03-24,12.56,,,
2022-03-28,12.49,,,
2022-04-06,13.16,,,
2022-04-11,10.97,,,
2022-04-19,10.64,,,
2022-04-22,11.25,,,
2022-04-27,12.96,,,
2022-05-06,9.43,,,
2022-05-13,13.84,,,
2022-05-18,18.13,,,
2022-05-26,13.96,,,
2022-06-02,13.83,,,
2022-06-10,16.39,,,
2022-06-17,13.56,,,
2022-06-24,14.29,,,
2022-06-30,11.17,,,
2022-07-06,18.15,,,
2022-07-14,14.76,,,
2022-07-20,13.54,,,
2022-07-28,12.92,,,
2022-08-03,15.93,,,
2022-08-11,15.36,,,
2022-08-17,13.13,,,
2022-08-24,12.21,,,
2022-09-01,16.11,,,
2022-09-07,12.12,,,
2022-09-15,14.42,,,
2022-09-21,12.36,,,
2022-09-27,15.47,,,
2022-09-29,16.87,,,
2022-10-05,18.42,,,
2022-10-11,15.38,,,
2022-10-18,17.13,,,
2022-10-26,15.49,,,
2022-11-02,13.8,,,
2022-11-09,11.59,,,
2022-11-17,12.52,,,
2022-11-24,10.63,,,
2022-12-01,10.88,,,
2022-12-07,11.35,,,
2022-12-16,10.95,,,
2022-12-20,10.11,,,
2022-12-27,9.05,,,
2023-01-03,9.63,,,
2023-01-10,8.87,,,
2023-01-20,8.94,,,
2023-01-25,10.06,,,
2023-02-01,8.43,,,
2023-02-08,10.03,,,
2023-02-14,8.7,,,
2023-02-23,6.7,,,
2023-03-01,7.67,,,
2023-03-08,7.39,,,
2023-03-16,10.77,,,
2023-03-22,10.68,,,
2023-03-29,10.29,,,
2023-04-04,9.58,,,
2023-04-11,6.1,,,
2023-04-20,6.47,,,
2023-04-27,7.82,,,
2023-05-05,7.28,,,
2023-05-11,8.81,,,
2023-05-18,9.31,,,
2023-05-25,10.53,,,
2023-05-31,8.76,,,
2023-06-05,9.22,,,
2023-06-13,9.66,,,
2023-06-21,11.61,,,
2023-06-28,12.16,,,
2023-07-05,10.44,,,
2023-07-12,13.98,,,
2023-07-19,9.93,,,
2023-07-26,11.27,,,
2023-08-01,11.32,,,
2023-08-10,12.02,,,
2023-08-17,11.9,,,
2023-08-24,11.91,,,
